name,degree.total,degree.in,degree.out,strength.total,strength.in,strength.out,between,Category
JamesDuddridge,1576,410,1166,1733.3,424.8,1308.5,13983.82121,
EnergySvgTrust,3815,2650,1165,7178.1,5282.4,1895.7,78275.08901,
DeborahJaneOrr,1858,693,1165,1852.4,679.9,1172.5,86461.05204,
informed_edu,1547,382,1165,1715.8,445.8,1270,49576.91281,
LondonBuildExpo,1846,683,1163,2111.5,847.2,1264.3,292632.197,
StevePeers,1996,837,1159,2058.1,869,1189.1,582094.8523,
UKGreenDeal,1599,441,1158,2291.1,612,1679.1,2374.538942,
natandoron,1472,314,1158,1884.3,380.1,1504.2,45877.53681,
ApprovedInsp,1435,277,1158,2060.8,444.7,1616.1,138055.0034,
YouGenUK,2043,886,1157,3086.7,1695.9,1390.8,17536.39781,
globalactplan,1844,689,1155,2296.4,1033.1,1263.3,483184.6186,
NGoodrichHsg,1782,628,1154,4623.9,1927.6,2696.3,120294.9304,
FENews,1999,846,1153,2177.5,954.4,1223.1,94179.84334,
benhowlettuk,1591,439,1152,1688.2,470.7,1217.5,121797.7395,
politicalhackuk,1582,431,1151,1508.7,347.5,1161.2,245501.3246,
stuart_chc,1706,556,1150,2931.7,1081,1850.7,13883.55222,
catherine_mayer,1673,524,1149,1850.1,583.9,1266.2,139055.1401,
NorthPowerWomen,1602,453,1149,1915.4,624.8,1290.6,65994.49207,
MeadowInGarden,1448,299,1149,1699.9,308.9,1391,66735.04695,
TopTradesmenUK,2107,960,1147,3532.3,1709.1,1823.2,261657.4005,
GeorgeFoulkes,1539,394,1145,1646.5,386.7,1259.8,79690.28199,
twowitwowoo,1720,577,1143,1677.7,571.1,1106.6,156373.7291,
DTPartnership,1473,331,1142,2480.4,1030.5,1449.9,8832.314324,
evefrancisholt,1397,255,1142,1692.4,383.8,1308.6,336830.4607,
amynettleton1,2002,861,1141,8272,6367.2,1904.8,94399.12977,
annaturley,1936,795,1141,2068.4,832.1,1236.3,250867.3293,
JagaUK,1421,281,1140,1803.2,345.3,1457.9,36738.8349,
natfedevents,2146,1007,1139,5589.3,3824.9,1764.4,128310.4404,
asabenn,1816,677,1139,1927.6,592.9,1334.7,277676.691,
MJHoldenFRICS,1341,202,1139,1534.6,244.6,1290,58564.81859,
womeninhousing,2071,935,1136,4898.2,2685.5,2212.7,20819.84862,
Gian_TCatt,1584,448,1136,1834,478.6,1355.4,186360.1485,
SupplyCSSchool,1626,491,1135,2672,1045.2,1626.8,97344.84699,
hetas_uk,1767,633,1134,2178.3,794.5,1383.8,61474.99669,
BridgetFox,1349,215,1134,1383.2,218.1,1165.1,303852.8427,
networknicola,1539,406,1133,1781.5,477.4,1304.1,113874.6713,
TPASJenny,1952,820,1132,4453.6,2279.6,2174,154262.1881,
Curo_Group,1699,568,1131,2481.1,1055.7,1425.4,65343.98885,
robinbrittain,1842,712,1130,2287,1014.7,1272.3,30239.43945,
Hitesh_T,1299,169,1130,1577,193.7,1383.3,15716.51706,
matlown,1550,421,1129,2625.1,773.5,1851.6,224147.3826,
SCIE_socialcare,1544,416,1128,1715.7,508.5,1207.2,4275.945466,
CPAGUK,2003,876,1127,2258.3,1049,1209.3,205176.5314,
AshdenAwards,1766,639,1127,3657.6,1534,2123.6,63876.55457,
helenmilner,1683,557,1126,1748.2,601.5,1146.7,15321.90803,
nickduxbury,2602,1477,1125,4315.2,2724.7,1590.5,113106.7411,
VenablesBros,1376,252,1124,1616.8,338.5,1278.3,226936.0772,
SACConstruction,1431,308,1123,1466.4,318.4,1148,3615.068105,
FestivalofIdeas,1664,542,1122,2220.6,893.3,1327.3,532638.1473,
RoofingToday,1821,700,1121,4677.4,3342.9,1334.5,15575.67066,
MissAmyVarle,1531,410,1121,2455.6,766,1689.6,21672.98766,
EEPaul,2330,1210,1120,4446.2,3226.6,1219.6,194420.4984,
BuildingProjec,2112,992,1120,2513.9,1351.3,1162.6,17991.42928,
AdamRamsay,1663,543,1120,1987.4,622.5,1364.9,180482.9353,
ClimateKIC_UKI,1361,241,1120,2132.8,569,1563.8,5293.550123,
FieldsInTrust,1358,238,1120,1596.7,366.2,1230.5,33245.34136,
SatelliteMPR,1373,254,1119,2268.6,516.4,1752.2,291690.2443,
Zenismaelc,1219,100,1119,1649.9,123.9,1526,36479.2317,
mark_itecture,2127,1009,1118,4367.3,2703,1664.3,38169.71165,
WaterAidUK,1806,690,1116,1906.8,778.1,1128.7,230951.5318,
mencap_charity,1993,878,1115,2306.9,1144.9,1162,348981.5341,
Conorpope,1716,601,1115,1915.8,618.8,1297,83030.27551,
Channel4,2791,1678,1113,2365.8,1240.8,1125,1007011.78,Junk
h_kippin,1388,275,1113,1696.2,333.7,1362.5,172431.0888,
AlbertoNardelli,2205,1093,1112,2415.5,1114.2,1301.3,382633.1256,
EBAcircle,1964,852,1112,1996.7,885.4,1111.3,78148.10547,
UWEArchBuiltEnv,1521,409,1112,2574.5,556.5,2018,17099.19526,
ColanderUK,1406,294,1112,1854.6,323.1,1531.5,118829.1149,
FirstBathroom,1398,286,1112,2676.1,823.7,1852.4,4948.99549,
DavidIngUK,1404,294,1110,1710.1,393.7,1316.4,22907.0961,
jamespargeter,1719,610,1109,2853.4,969.7,1883.7,117987.3828,
ClassofYourOwn,1942,834,1108,3377.4,2030.6,1346.8,296096.7306,
SashaDeepwell,1699,592,1107,3397.1,1152.2,2244.9,28235.8013,
Team4Nature300,1598,491,1107,2111.8,683.5,1428.3,259351.0081,
David_J_Craggs,1255,148,1107,1761.8,152.7,1609.1,27297.46688,
treadlightly08,1322,216,1106,1601.1,284.9,1316.2,303607.6646,
ClareTickell,1588,483,1105,1676.5,583.3,1093.2,276677.9608,
catherine_max,1338,233,1105,1442.1,310.4,1131.7,431996.9716,
bartonwillmore,1731,627,1104,2274.5,1020.4,1254.1,113115.9932,
Avaaz,1672,568,1104,2061.8,635,1426.8,27537.78889,
iBristolPeople,1417,313,1104,1666.4,440.8,1225.6,125848.0604,
createstreets,1994,892,1102,3601.4,1922.6,1678.8,388284.4112,
STAtimber,1874,773,1101,3611.8,1359,2252.8,126734.9242,
SafetyInDesign,1328,229,1099,1527.5,310.8,1216.7,284499.6,
inclusivehome,1305,206,1099,1945.8,509,1436.8,45883.52693,
vineshpomal,1694,598,1096,3598.4,1053.4,2545,204332.5963,
Labour4Housing,1644,548,1096,2271.9,644.7,1627.2,671.5142385,
gandy,1231,135,1096,1341.3,134,1207.3,21988.68226,
4architects,1527,432,1095,2891.6,710.4,2181.2,71881.86638,
HammerEmma,1300,205,1095,1626.3,228.2,1398.1,130158.4841,
MichaelNeweyBHG,1814,720,1094,2862.9,1300.6,1562.3,446236.134,
N_EnglandBuild,1338,244,1094,1424.4,245,1179.4,34847.61793,
Place_chat,1373,281,1092,1853.7,500.4,1353.3,5307.274165,
Knightsinwhites,1952,861,1091,3954.9,2129.9,1825,118194.1738,
SineadBAspire,1765,674,1091,2942.3,975.1,1967.2,14477.0542,
centreforlondon,2036,946,1090,2764.4,1477.1,1287.3,315240.9924,
_SamJacob,1839,750,1089,2457.3,1124.8,1332.5,62763.64076,
seddonltd,1686,598,1088,2660,1179.9,1480.1,60551.52433,
jessshepherd1,1559,471,1088,1575.2,472.5,1102.7,29338.14568,
greenmiranda,1600,513,1087,1998.6,627.4,1371.2,135824.7021,
MagsNews,1434,347,1087,1766.1,390.8,1375.3,80125.22317,
LandmarkUK,1424,338,1086,1544.3,389.9,1154.4,23995.78832,
bobirving_green,1370,285,1085,1506.3,358.8,1147.5,545461.4281,
UKNorthernPower,1553,469,1084,2468.7,891.5,1577.2,38660.52041,
BethWatts494,1572,489,1083,3481.4,1309.9,2171.5,175693.9302,
SH_Alliance,1598,516,1082,2283.9,630.4,1653.5,16140.49029,
londonchamber,1537,456,1081,1685.8,550.3,1135.5,94214.31508,
UKBWA,1312,231,1081,1386.8,282.5,1104.3,15580.12424,
bimacademy,2011,931,1080,2597,1148.8,1448.2,19445.94557,
jrfemma,1848,768,1080,2140.8,868.9,1271.9,73285.73528,
Neil_BIM,1660,580,1080,2896.6,1194.1,1702.5,56324.77804,
suepritch,1189,110,1079,1194,100.7,1093.3,228697.8939,
joesarling,2008,930,1078,4194.4,2895.7,1298.7,321710.9598,
MrRBourne,1418,340,1078,1528.5,373.5,1155,22038.9881,
FosterPartners,2254,1178,1076,2627.4,1309,1318.4,69443.03592,
NLGNthinktank,1867,791,1076,1992.9,888.1,1104.8,35224.58245,
Christeen_town,1586,510,1076,2304.2,596,1708.2,245205.0126,
HDN_UK,1569,493,1076,2556,615.7,1940.3,10500.60244,
JamesMills1984,1298,222,1076,1711.7,222.7,1489,70630.29586,
PhexShow,1803,728,1075,2627.3,935.2,1692.1,88061.29318,
rlb_uk,1639,564,1075,1738.4,631.1,1107.3,42081.21193,
constructcoach,1605,530,1075,2310.7,1043.1,1267.6,220113.3889,
Nick_Resource,1560,487,1073,3103.7,1006.6,2097.1,13754.84702,
zoeamar,1424,351,1073,1545.6,431.9,1113.7,77668.84481,
RegenerationEX,1409,336,1073,1652.3,472,1180.3,184399.4785,
EcologyBS,1583,511,1072,4224.3,1235.6,2988.7,17834.54772,
labourlewis,2061,990,1071,2217.8,1108.2,1109.6,269271.3109,
MichReid2014,1981,910,1071,4926.4,2229.7,2696.7,63371.41298,
RobertBuckland,1568,498,1070,1675.1,513.4,1161.7,65404.42377,
sccoalition,1543,473,1070,1656.1,492.7,1163.4,19182.87251,
arikring,1593,524,1069,3117.1,943.2,2173.9,15858.99566,
jessicaelgot,2046,978,1068,2205.3,963.7,1241.6,340920.095,
nickhillman,1374,306,1068,1435.3,317.9,1117.4,10107.60416,
WYeates,1626,559,1067,1874.4,697.4,1177,325058.3232,
CityGuildsGroup,1622,556,1066,1731.3,613,1118.3,49685.49254,
6CylinderLTD,1495,429,1066,2936.5,1053.5,1883,141138.3234,
Natalie41783835,1199,133,1066,1610.9,175.7,1435.2,41828.57359,
BREAcademy,1665,600,1065,2958.3,1355.1,1603.2,313726.2378,
JeyyLowe,1392,327,1065,1613.3,348.4,1264.9,32147.57781,
MEDITESMARTPLY,1346,281,1065,1880.5,439.1,1441.4,16310.3009,
NOCN1,1290,225,1065,1466.2,276.7,1189.5,67542.82043,
TimMorton2,2095,1031,1064,5884.3,4126.5,1757.8,605629.1115,
tbsmerchants,1618,554,1064,2163.3,764.5,1398.8,121986.9846,
Zerochamp,1537,473,1064,1679.9,493.2,1186.7,25074.148,
ShareActionUK,1463,399,1064,1965.5,596.3,1369.2,52719.20858,
futurecitiescat,2124,1061,1063,3010.7,1812.8,1197.9,221275.7798,
Stelrad,1819,757,1062,2042.6,862.6,1180,62584.13766,
superglassins,1426,365,1061,1607.4,400.1,1207.3,30159.77666,
Design_Week,1820,760,1060,2241,1136.3,1104.7,5300.869948,
FlipChartRick,1632,572,1060,1948.5,740.2,1208.3,186871.3859,
duncanshrubsole,1350,291,1059,1774.7,481.2,1293.5,141477.1251,
RSAMatthew,2520,1462,1058,2701.6,1630.8,1070.8,110609.5976,
mtpennycook,1685,628,1057,1944.3,764.7,1179.6,179695.9883,
tony_colville,1418,361,1057,1885.2,448.6,1436.6,107090.2707,
PaulJRChappell,1387,331,1056,2300.7,762.5,1538.2,11180.58103,
FutureGov,1617,563,1054,1865.5,650.5,1215,42905.46592,
lydiastockdale,1973,920,1053,2461,1062.5,1398.5,24720.11036,
SMWrexham,1769,717,1052,1772.9,719.5,1053.4,4537.671043,
CarolineRussell,1536,484,1052,1975.6,689.2,1286.4,134460.9004,
claire_ainsley,1597,547,1050,2300.9,877.4,1423.5,438378.6662,
CTAwards,1747,699,1048,2451.2,1266.8,1184.4,193903.6522,
SIGDesignTech,1613,566,1047,2785.6,1275.9,1509.7,43527.43871,
mattholehouse,1752,706,1046,2391.5,1247.1,1144.4,13218.61219,
Davidntaylor,1616,570,1046,2305.6,1041.4,1264.2,249236.7545,
ProtecDirect,1538,492,1046,1585.4,505.6,1079.8,59053.75872,
outsidewrecker4,1547,503,1044,2056,612.2,1443.8,203022.2289,
BuildingDesign_,1922,880,1042,2601,1274.5,1326.5,11393.04927,
hubbubUK,1568,526,1042,2381.6,1021.2,1360.4,308120.8923,
PADstudiouk,1416,374,1042,2338.4,590.3,1748.1,25979.1734,
mischah,1263,221,1042,1281.3,232.3,1049,827.3392211,
Laura_Sandys,1705,664,1041,2388.9,855.7,1533.2,327703.4666,
bandkbuild,1567,526,1041,2681.4,1319.2,1362.2,306167.5858,
EmmaEHoward,1461,420,1041,1693.7,469.3,1224.4,74242.23322,
LondonEconomic,1740,700,1040,2199.7,1109.4,1090.3,46900.36994,
MoreOurselves,1739,699,1040,2427.1,997,1430.1,252811.1158,
LondonArchitect,1602,562,1040,1836.6,654.3,1182.3,5808.07463,
UponorUK,1488,448,1040,1957.3,496.8,1460.5,22426.09373,
FiDaisyG,1397,357,1040,1747.3,557.4,1189.9,766873.3728,
HolocaustUK,1395,355,1040,1354.2,320.7,1033.5,157424.6834,
beisgovuk,4910,3872,1038,6654.9,5571.1,1083.8,1666798.078,
CatherineWest1,1660,622,1038,1838.1,690.2,1147.9,201798.5793,
visionldn,1525,488,1037,2589.5,792.1,1797.4,61317.02743,
ProfAlister,1511,474,1037,1850.8,649.2,1201.6,136812.6345,
meralhece,1344,308,1036,1259.1,292.4,966.7,172736.5986,
AiredaleAC,1313,278,1035,1926.1,446.1,1480,164083.3574,
AnnLimb,1297,262,1035,1558.8,329.9,1228.9,187828.6804,
mikebutcher,1588,554,1034,1616,545.7,1070.3,86430.11153,
SIGRoofing,1572,538,1034,3198.8,1500.8,1698,6142.09693,
JohnCave,1464,430,1034,1659.4,467.4,1192,25593.56848,
GBEGreenBuild,1232,199,1033,1493.1,250.6,1242.5,13271.90244,
IMA_Org,1556,524,1032,2218.9,726.9,1492,34673.29628,
Stewart4Pboro,1548,516,1032,1875,594.4,1280.6,93573.26775,
archiebland,1474,444,1030,1498.4,430.5,1067.9,101907.2724,
AlexMorrish,1306,276,1030,1722.2,333.4,1388.8,38069.97031,
UKClayworks,1234,204,1030,2000.5,467.4,1533.1,67781.83106,
JamieFonzarelli,1752,723,1029,1716.9,722.7,994.2,128228.8456,
SteveTheQuip,1527,498,1029,1703.3,559.1,1144.2,56131.42458,
_designjunction,1460,432,1028,2516.1,1095,1421.1,15761.61862,
CountrysideProp,1975,948,1027,2367.8,1131.7,1236.1,141657.6211,
LondonCEClub,1731,704,1027,2671.3,858.9,1812.4,57811.30077,
UniAlliance,1420,394,1026,1770.1,452.7,1317.4,34722.25643,
PapworthPolicy,1128,103,1025,1324.7,211.8,1112.9,15148.6439,
Arch_Republic,1423,399,1024,3051.1,1261.2,1789.9,41713.9646,
JimMcCormick16,1317,293,1024,1696.2,368.2,1328,141163.1884,
lccmunicipal,1296,272,1024,1785.3,529.3,1256,49402.36275,
amanda_clack,2304,1281,1023,7463.5,5248.9,2214.6,1448817.94,
StromaGroup,1544,521,1023,1951.3,551.1,1400.2,52312.26853,
asbp_uk,1723,701,1022,4812.7,2449,2363.7,197096.5053,
KatieSchmuecker,1788,767,1021,2218.4,974.4,1244,328452.1887,
GroundworkLON,1484,463,1021,1915.4,701.8,1213.6,36650.01964,
edjames_,1205,185,1020,1299.3,195.4,1103.9,34242.46557,
SureSetUK,1185,165,1020,1757.3,242.9,1514.4,127745.8792,
WA_Comms,1140,120,1020,1149.4,109.3,1040.1,13234.66445,
ec1bathrooms,1203,184,1019,1273.9,188.8,1085.1,666.6740786,
PaulSurin,1473,455,1018,3168.4,1224.9,1943.5,151222.2163,
ARBUK1997,1354,336,1018,1436.8,389,1047.8,10449.28793,
aljwhite,1858,841,1017,1735.4,626.2,1109.2,517818.3879,
Building4change,2172,1156,1016,3986.8,1906.8,2080,48847.97591,
tobyhelm,1959,943,1016,1948.1,926.5,1021.6,5153.390212,
ESIBuilding,1846,830,1016,2084,988.9,1095.1,3901.97522,
se1,1668,652,1016,1926.9,906.1,1020.8,242402.8437,
craigawoodhouse,1629,613,1016,1904.4,706.2,1198.2,2947.754738,
ethexuk,1412,396,1016,2980.6,1577.6,1403,18762.64945,
LandlordRef,1394,378,1016,2273.2,777.6,1495.6,39783.2206,
the_young_fdn,2246,1232,1014,2878.3,1614.5,1263.8,334098.9127,
katieeking,1255,241,1014,1322.5,277.7,1044.8,38987.26851,
FindlayEquality,1200,187,1013,1656.3,306.3,1350,32109.24172,
mhshomes,1576,564,1012,3740.6,1708.9,2031.7,174662.3446,
UKIPNFKN,1325,313,1012,1478.8,382.8,1096,105538.7547,
drobsoninsta,1265,253,1012,2658,497.8,2160.2,14723.40594,
AECBnet,2211,1200,1011,4052.1,1673.8,2378.3,662931.5885,
INGMEDIA,1748,737,1011,4352.2,2546.6,1805.6,102641.8367,
kersten_england,1333,322,1011,1550.7,405,1145.7,82468.2179,
Ardvisory,1142,131,1011,1672.6,202,1470.6,53240.09909,
tomemurtha,2267,1257,1010,9692.2,8052.1,1640.1,84530.92551,
DamianCollins,1508,499,1009,1570.6,517.8,1052.8,86155.82878,
merlinfulcher,1451,442,1009,2590.3,870.7,1719.6,98282.31091,
LynnC0924,1437,429,1008,4109.2,785.3,3323.9,12501.58608,
ruskin147,2104,1097,1007,2218.8,1153.8,1065,472849.8654,
MichaelDugher,1867,860,1007,2161.8,975.2,1186.6,108058.6546,
greenbirmingham,1422,415,1007,1952,878.8,1073.2,95213.0131,
BIMCAEIcepick,1429,423,1006,3089.9,607.4,2482.5,49983.09897,
TLX_Insulation,1334,328,1006,1657.7,451.1,1206.6,1304.803472,
shrewsmorris,1315,309,1006,1485.8,489.3,996.5,162664.4912,
PippaGoldfinger,1275,269,1006,1743.6,459.4,1284.2,275605.22,
CCHQPress,2058,1053,1005,3117.1,1909.4,1207.7,73286.31923,
BCD_UK,1449,444,1005,2243.9,516.3,1727.6,13247.81418,
WRhysM,1397,392,1005,1706.3,594.4,1111.9,38320.37526,
Liz_Torus,1439,435,1004,2284.2,549.8,1734.4,15906.2484,
iain_w_anderson,1190,186,1004,1346.1,239.8,1106.3,24090.7553,
GasSafePete,1607,604,1003,4300.4,1442,2858.4,69222.02328,
monument_tools,1522,519,1003,1713.1,552.7,1160.4,31898.71517,
jgslater,1133,130,1003,1313.3,143.2,1170.1,19034.52264,
LeamingtonSBC,1861,859,1002,8444,5922.1,2521.9,259449.2667,
SteveGoslyn,1325,323,1002,1735.5,384.5,1351,32359.96964,
labcuk,1932,931,1001,7152.4,4785,2367.4,555319.6582,
TheMichaelMoran,1529,528,1001,1328.4,364.2,964.2,664033.9026,Junk
SELonCommEnergy,1308,308,1000,3155.5,605,2550.5,5321.364496,
BarryGardiner,2134,1135,999,2524.3,1280.5,1243.8,528702.1289,
JLLUK,1864,865,999,3159,1934.4,1224.6,180916.0519,
ConstructChat,1622,623,999,2518.9,969.6,1549.3,201978.3629,
KathEvans2,1270,271,999,1372.7,293.1,1079.6,26358.54555,
PTArchitecture,1704,706,998,4059.5,2257.7,1801.8,440424.3732,
nuheatuk,1572,574,998,1793.7,660,1133.7,81848.38744,
__Interfaith__,1109,111,998,1171.5,128.1,1043.4,37234.73443,
UKERCHQ,1773,776,997,2744.5,1303,1441.5,10285.52816,
PaulWellman_EG,1614,617,997,3186.8,1672.7,1514.1,634568.8524,
ArchJournal,1479,482,997,1732.4,713.2,1019.2,21330.69305,
Joel_Resource,1562,566,996,3590.1,1651.9,1938.2,15196.21643,
sustainableuni1,1174,178,996,1751.4,308.8,1442.6,9921.350498,
HABHousing,1736,741,995,2449.4,1112.6,1336.8,24632.81704,
LABMmag,1606,612,994,2162.3,823.6,1338.7,15886.12039,
ImpactHubBrum,1333,339,994,1642.7,428.3,1214.4,129408.6623,
Bucko1983,1264,272,992,1837.8,342.5,1495.3,24811.18758,
ClarkeConsult,1208,216,992,1613.1,342.6,1270.5,622.2266177,
RetrofitWorks,1315,324,991,1825.5,469.9,1355.6,48742.11829,
PassivhausTrust,2410,1420,990,13163.4,8314.6,4848.8,52069.4827,
emilytwinch,1206,216,990,1695,224.5,1470.5,10587.12004,
jojusolar,1195,206,989,2276.8,670.2,1606.6,4450.246813,
talklandscape,1886,898,988,3103.9,1877.9,1226,156684.3496,
Jane_Samuels,1271,283,988,1317.9,310.9,1007,156403.9248,
Jamrat_,1854,867,987,3338.9,1866.8,1472.1,641009.6873,
Partel_Passive,1597,610,987,2712.9,712,2000.9,17101.90819,
ecodek,1459,472,987,1871.7,647.4,1224.3,86095.87147,
tomjgreatrex,1588,602,986,1886.6,649,1237.6,77869.95281,
trustforlondon,1549,563,986,2132.4,929,1203.4,125556.5858,
WorldHabitat,1413,427,986,2712.8,996.7,1716.1,63476.21614,
wearesum,1090,104,986,1140.2,113.9,1026.3,2155.248046,
DMcCaffreySKY,1523,538,985,1472.6,483.4,989.2,2744.304529,
powellds,1444,460,984,2042.3,824,1218.3,244081.4508,
Cooperator1,1197,213,984,2019.1,923.8,1095.3,135507.0531,
roberts_robbo,1195,211,984,1406.6,225.7,1180.9,26802.07065,
BRE_Group,3568,2585,983,6271.4,4526.6,1744.8,654534.8806,
Sharpeneer,1584,601,983,1831.1,703.1,1128,53775.31233,
EnergistUK,1488,505,983,2645.8,788.6,1857.2,248277.0064,
JonnElledge,2053,1071,982,2831.3,1692.7,1138.6,450257.0281,
RIBA_London,2043,1061,982,3861.2,2145.9,1715.3,135435.6226,
CircularEcology,2021,1039,982,2680.9,1594.7,1086.2,9394.170333,
paul_steele,1740,758,982,1683.3,770,913.3,219733.8115,
EmmaMaier,1997,1016,981,3857.7,1978.9,1878.8,65033.95665,
notgoingtouni,1958,977,981,2115.5,1116.1,999.4,160512.0337,
UKsealants,1455,474,981,1527.5,475.2,1052.3,3389.871793,
NeilGSwift,1361,380,981,2184.5,651.1,1533.4,53540.15158,
drbenwhite,1348,367,981,1474.8,327.9,1146.9,76587.30081,
RussellRoofTile,1264,283,981,1567.7,364.5,1203.2,22670.93761,
res_publica,1984,1004,980,2466.3,1397.4,1068.9,276855.6741,
nickfaith82,1348,368,980,1531.5,426.6,1104.9,10735.27331,
BusinessGreen,2864,1887,977,6045.1,4854.4,1190.7,32082.10342,
HoultElly,1500,523,977,3845.7,1809.4,2036.3,166289.1698,
Senior_Systems,1330,353,977,1742,590.9,1151.1,31877.16721,
BethRigby,2255,1279,976,2521.4,1402.5,1118.9,209453.2016,
LabourLeft,1503,527,976,1901,520.2,1380.8,262682.3027,
landandnewhomes,1594,619,975,1988.4,967.3,1021.1,3198.054411,
juliathrift,1245,270,975,2208.8,555.7,1653.1,78706.61256,
Bushbell,1665,692,973,3629.1,1401.3,2227.8,369888.0623,
housingpaul,1509,536,973,2130.9,694.7,1436.2,21299.97297,
PPEorg,1476,503,973,1634.2,573.7,1060.5,135988.975,
timchap,1015,42,973,1105.7,34.7,1071,45091.39171,
jamesrbuk,2277,1305,972,2516.7,1387.6,1129.1,353799.852,
RebeccaEvansRR,2455,1484,971,3100.7,1526.8,1573.9,158863.0963,
PTEarchitects,1603,632,971,2710.5,1037.6,1672.9,412.5649846,
ukarchitect,1092,121,971,1227.5,145.5,1082,1759.845699,
WorldResources,1917,947,970,2681.5,1402.5,1279,53663.77676,
BarrySheerman,1685,715,970,1779,806.3,972.7,383577.3835,
BuildStore,1641,671,970,2020.3,760,1260.3,30801.55138,
StepChange,1437,467,970,1526.7,531.6,995.1,110875.8442,
barnetsouthgate,1310,341,969,1485,383.4,1101.6,155490.7775,
londoncouncils,1997,1029,968,2355.2,1098,1257.2,110115.7869,
CarersUK,1671,703,968,1842.5,804.3,1038.2,139057.6631,
DeanBove,1402,434,968,2909.9,792.9,2117,222000.278,
ha_magazine,1984,1017,967,2983.1,1697.9,1285.2,99523.66866,
MrBoyce,1221,254,967,1609.5,399.9,1209.6,232180.5478,
baxiboilers,1962,996,966,2879.5,1618.1,1261.4,429363.6621,
MarkHarris1863,1610,644,966,1946.4,698.2,1248.2,8722.628039,
ameliagentleman,1713,749,964,1713.4,756.2,957.2,63020.67888,
GlobalJusticeUK,1474,510,964,1577.1,551.3,1025.8,93096.13065,
MyKindaFuture,1240,276,964,1376.4,327.4,1049,52069.80165,
ClimateCLG,1524,562,962,3019.8,924.2,2095.6,2895.760978,
edencommunities,1386,424,962,1569.4,573.8,995.6,111705.0357,
DOgilvieHsg,1242,280,962,2176.1,339.9,1836.2,7226.770472,
FreefromTorture,1107,145,962,1216.9,177.1,1039.8,20477.55064,
hbaldwin,1553,592,961,1584.1,613.6,970.5,102066.4586,
Climate_Week,1514,553,961,2021,636,1385,8123.244821,
UKFloodBarriers,1183,222,961,1323.1,264.4,1058.7,35736.44366,
L_D_F,1927,967,960,2898.4,1401.1,1497.3,104606.9015,
HousingContact,1177,217,960,1606.1,451.8,1154.3,3544.74119,
Siemens_Energy,1844,885,959,2422.2,1340.3,1081.9,15523.60701,
pidginperfect,1188,229,959,1863.2,570.7,1292.5,43777.72048,
LGBTconstruct,1336,378,958,2244.2,870.3,1373.9,276569.3497,
TimFrier,1275,317,958,2049.8,484.1,1565.7,17330.43872,
FocusSB,1101,143,958,2291.4,545.8,1745.6,125331.2815,
ElliottBrothers,1545,588,957,1833.3,796.4,1036.9,10901.28994,
dr_rick,1331,374,957,1638,552.8,1085.2,29580.40685,
SarahJLonsdale,1287,330,957,1287.6,384.5,903.1,142802.1858,
VorticeLtd,1143,186,957,1240.7,204.2,1036.5,25354.692,
Propertyshe,1740,784,956,3662.5,2464.8,1197.7,212889.2898,
BillIrvine17,1218,262,956,1333.2,296.1,1037.1,18009.36567,
TarekMerlin,1569,614,955,1917.2,653.4,1263.8,69277.38181,
BradyMallalieu,1198,243,955,1548.1,322.7,1225.4,10971.73209,
c_cerulli,1194,239,955,1772.3,420.8,1351.5,122538.9682,
JuliaStevensUK,1169,214,955,1704.3,360.2,1344.1,8660.507055,
Survation,1527,573,954,1590.2,578.7,1011.5,35706.78969,
lianemendsacity,1288,334,954,1797.8,434.2,1363.6,15988.37886,
vincemaple,1213,259,954,1315.5,304.6,1010.9,86042.60382,
AndrewBooton,1061,107,954,1137.3,126.2,1011.1,94213.14061,
AluK_GB,1667,714,953,3194.6,1475,1719.6,88441.03334,
rorybergin,1500,547,953,2359.9,1033.6,1326.3,176761.7175,
Connect_Comms,1157,205,952,1458,354.3,1103.7,88332.33879,
lowcarbonbox,1262,311,951,1875.7,412.3,1463.4,12437.12529,
LCarnwell,1441,491,950,2307.1,903.5,1403.6,59449.61518,
cisl_cambridge,1427,477,950,2500.8,988.9,1511.9,24500.23578,
Humanists_UK,1366,416,950,1362.4,431.5,930.9,194683.0323,
_WildfellHall,1034,84,950,1366.3,112.7,1253.6,68846.80436,
Semakaleng,1033,83,950,1099.2,113.9,985.3,22390.99824,
hqn_ltd,1652,703,949,2056.5,852.9,1203.6,21915.64023,
barrymarlow,1298,349,949,1869.1,580.1,1289,25108.89037,
BillRegenda,1246,297,949,2001.4,421.6,1579.8,54535.76242,
Skills4Stem,1205,256,949,1905.6,379.4,1526.2,66217.54921,
ladyhaja,1701,753,948,1469.9,555.8,914.1,236453.8951,
prospect_clark,1649,701,948,1779.4,699.1,1080.3,38588.46124,
